id,symbol,price,side,volume,high,low,max_profit,max_loss,,
15703178,XRPUSDT,0.4255,1,57.4,0.4281,0.4167,0.50512,0.14924,,
15703179,XRPUSDT,0.4256,1,24.3,0.4281,0.4167,0.21627,0.06075,,
15703180,XRPUSDT,0.4258,1,1100.6,0.4281,0.4167,10.01546,2.53138,,
15703182,XRPUSDT,0.4257,1,163.3,0.4281,0.4167,1.4697,0.39192,,
15703183,XRPUSDT,0.4255,1,135.8,0.4281,0.4167,1.19504,0.35308,,
15703184,XRPUSDT,0.4255,1,141.3,0.4281,0.4167,1.24344,0.36738,,
15703185,XRPUSDT,0.4255,1,73.9,0.4281,0.4167,0.65032,0.19214,,
15703189,XRPUSDT,0.4249,1,62.6,0.4281,0.4167,0.51332,0.20032,,
15703191,XRPUSDT,0.425,1,9417.4,0.4281,0.4167,78.16442,29.19394,,
15703192,XRPUSDT,0.425,1,50.3,0.4281,0.4167,0.41749,0.15593,,
15703193,XRPUSDT,0.425,1,50.3,0.4281,0.4167,0.41749,0.15593,,
15703194,XRPUSDT,0.4247,2,923.2,0.4281,0.4167,3.13888,7.3856,,
15703195,XRPUSDT,0.4248,1,3413.3,0.4281,0.4167,27.64773,11.26389,,
15703196,XRPUSDT,0.4242,1,5042.6,0.4281,0.4167,37.8195,19.66614,,
15703205,XRPUSDT,0.4234,2,4678.4,0.4281,0.4167,21.98848,31.34528,,
15703209,XRPUSDT,0.4238,1,24,0.4281,0.4167,0.1704,0.1032,,
15703213,XRPUSDT,0.4236,1,53.2,0.4281,0.4167,0.36708,0.2394,,
15703216,XRPUSDT,0.4233,2,1091.9,0.4281,0.4167,5.24112,7.20654,,
15703219,XRPUSDT,0.4234,2,400,0.4281,0.4167,1.88,2.68,,
15703220,XRPUSDT,0.4233,2,2176.9,0.4281,0.4167,10.44912,14.36754,,
15703225,BTCUSDT,27710.01,1,0.0004,27621.66,27000,0.284004,-0.03534,,
15703228,BTCUSDT,27689.99,1,0.0004,27621.66,27000,0.275996,-0.027332,,
15703230,XRPUSDT,0.4232,2,1097.4,0.4281,0.4167,5.37726,7.1331,,
15703231,XRPUSDT,0.4234,2,83,0.4281,0.4167,0.3901,0.5561,,
15703232,BTCUSDT,27683.29,1,0.0002,27621.66,27000,0.136658,-0.012326,,
15703233,XRPUSDT,0.4236,1,34.8,0.4281,0.4167,0.24012,0.1566,,
15703234,BTCUSDT,27681.91,2,0.007,27621.66,27000,-0.42175,4.77337,,
15703235,XRPUSDT,0.4235,2,2090,0.4281,0.4167,9.614,14.212,,
15703246,BTCUSDT,27562.69,2,0.0081,27621.66,27000,0.477657,4.557789,,
15703249,XRPUSDT,0.4209,2,249.9,0.4281,0.4167,1.79928,1.04958,,
15703250,BTCUSDT,27525.59,2,0.0042,27621.66,27000,0.403494,2.207478,,
15703251,BTCUSDT,27553.05,2,0.0037,27621.66,27000,0.253857,2.046285,,
15703256,BTCUSDT,27551.35,2,0.0037,27621.66,27000,0.260147,2.039995,,
15703258,XRPUSDT,0.4219,2,1160,0.4281,0.4167,7.192,6.032,,
15703260,BTCUSDT,27550.5,2,0.0038,27621.66,27000,0.270408,2.0919,,
15703264,BTCUSDT,27568.74,2,0.0046,27621.66,27000,0.243432,2.616204,,
15703279,BTCUSDT,27552.78,2,0.0018,27621.66,27000,0.123984,0.995004,,
15703280,BTCUSDT,27578,1,0.0017,27621.66,27000,0.9826,0.074222,,
15703285,BTCUSDT,27574.25,1,0.0039,27621.66,27000,2.239575,0.184899,,
15703294,XRPUSDT,0.4226,2,231.5,0.4281,0.4167,1.27325,1.36585,,
15703295,BTCUSDT,27564.4,1,0.0578,27621.66,27000,32.62232,3.309628,,
15703296,ETHUSDT,1746.11,2,0.065,1758.41,1728.71,0.7995,1.131,,
15703301,ETHUSDT,1746.78,1,0.466,1758.41,1728.71,8.42062,5.41958,,
15703302,XRPUSDT,0.4222,2,742.9,0.4281,0.4167,4.38311,4.08595,,
15703305,XRPUSDT,0.4224,2,1181.7,0.4281,0.4167,6.73569,6.73569,,
15703310,BTCUSDT,27622.28,1,0.0169,27621.66,27000,10.516532,-0.010478,,
15703312,XRPUSDT,0.4228,2,236.5,0.4281,0.4167,1.25345,1.44265,,
15703313,XRPUSDT,0.4229,2,236.5,0.4281,0.4167,1.2298,1.4663,,
15703315,XRPUSDT,0.4229,1,69.3,0.4281,0.4167,0.42966,0.36036,,
15703316,XRPUSDT,0.4227,2,236.5,0.4281,0.4167,1.2771,1.419,,
15703317,ETHUSDT,1749.42,1,0.036,1758.41,1728.71,0.74556,0.32364,,
15703318,XRPUSDT,0.4226,2,236.6,0.4281,0.4167,1.3013,1.39594,,
15703320,XRPUSDT,0.4224,1,129.4,0.4281,0.4167,0.73758,0.73758,,
15703325,XRPUSDT,0.4228,2,9066,0.4281,0.4167,48.0498,55.3026,,
15703326,XRPUSDT,0.4228,2,500,0.4281,0.4167,2.65,3.05,,
15703327,XRPUSDT,0.4233,1,5105.6,0.4281,0.4167,33.69696,24.50688,,
15703328,XRPUSDT,0.423,1,554,0.4281,0.4167,3.4902,2.8254,,
15703329,XRPUSDT,0.4228,2,366.3,0.4281,0.4167,1.94139,2.23443,,
15703330,XRPUSDT,0.4228,1,17721.2,0.4281,0.4167,108.09932,93.92236,,
15703334,XRPUSDT,0.4228,2,443.8,0.4281,0.4167,2.35214,2.70718,,
15703338,XRPUSDT,0.423,2,1066.8,0.4281,0.4167,5.44068,6.72084,,
15703344,XRPUSDT,0.4229,2,1000,0.4281,0.4167,5.2,6.2,,
15703351,ETHUSDT,1748.76,1,0.054,1758.41,1728.71,1.0827,0.5211,,
15703352,XRPUSDT,0.4235,1,70.2,0.4281,0.4167,0.47736,0.32292,,
15703353,XRPUSDT,0.4235,1,70.2,0.4281,0.4167,0.47736,0.32292,,
15703357,XRPUSDT,0.4232,1,462.9,0.4281,0.4167,3.00885,2.26821,,
15703358,XRPUSDT,0.4231,2,2189.9,0.4281,0.4167,10.9495,14.01536,,
15703362,XRPUSDT,0.423,2,4954.9,0.4281,0.421,25.26999,9.9098,,
15703364,XRPUSDT,0.4232,1,1183.6,0.4281,0.421,2.60392,5.79964,,
15703365,XRPUSDT,0.4231,2,300,0.4281,0.421,1.5,0.63,,
15703370,XRPUSDT,0.4238,1,68.9,0.4281,0.421,0.19292,0.29627,,
15703376,XRPUSDT,0.4234,1,133.6,0.4281,0.421,0.32064,0.62792,,
15703377,XRPUSDT,0.4233,1,133.7,0.4281,0.421,0.30751,0.64176,,
15703378,XRPUSDT,0.4235,1,188.8,0.4281,0.421,0.472,0.86848,,
15703379,XRPUSDT,0.4229,1,69,0.4281,0.421,0.1311,0.3588,,
15703381,ETHUSDT,1746.58,1,2.904,1762.43,1741.77,13.96824,46.0284,,
15703383,XRPUSDT,0.4224,2,285.7,0.4281,0.421,1.62849,0.39998,,
15703386,XRPUSDT,0.422,1,69.2,0.4281,0.421,0.0692,0.42212,,
15703388,XRPUSDT,0.422,1,161.3,0.4281,0.421,0.1613,0.98393,,
15703389,XRPUSDT,0.422,1,161.3,0.4281,0.421,0.1613,0.98393,,
15703390,XRPUSDT,0.422,1,51.7,0.4281,0.421,0.0517,0.31537,,
15703391,XRPUSDT,0.422,1,51.6,0.4281,0.421,0.0516,0.31476,,
15703393,XRPUSDT,0.4223,1,35.9,0.4281,0.421,0.04667,0.20822,,
15703394,XRPUSDT,0.4223,1,35.9,0.4281,0.421,0.04667,0.20822,,
15703395,XRPUSDT,0.4223,1,91.7,0.4281,0.421,0.11921,0.53186,,
15703399,XRPUSDT,0.422,1,118.7,0.4281,0.421,0.1187,0.72407,,
15703400,XRPUSDT,0.422,1,82.3,0.4281,0.421,0.0823,0.50203,,
15703404,XRPUSDT,0.4221,1,374.7,0.4281,0.421,0.41217,2.2482,,
15703408,XRPUSDT,0.422,2,38,0.4281,0.421,0.2318,0.038,,
15703410,XRPUSDT,0.4224,1,69.1,0.4281,0.421,0.09674,0.39387,,
15703411,XRPUSDT,0.4223,2,191.2,0.4281,0.421,1.10896,0.24856,,
15703421,XRPUSDT,0.4215,1,822.9,0.4281,0.421,0.41145,5.43114,,
15703428,XRPUSDT,0.4208,1,44.2,0.4281,0.421,-0.00884,0.32266,,
15703432,BTCUSDT,27441.53,1,0.0008,27658.19,27275.17,0.133088,0.173328,,
15703433,BTCUSDT,27441.53,1,0.0008,27658.19,27275.17,0.133088,0.173328,,
15703435,XRPUSDT,0.4207,1,68.4,0.4281,0.421,-0.02052,0.50616,,
15703436,XRPUSDT,0.4207,2,64.9,0.4281,0.421,0.48026,-0.01947,,
15703438,XRPUSDT,0.4205,1,1011,0.4281,0.421,-0.5055,7.6836,,
15703442,XRPUSDT,0.4207,2,4291.6,0.4281,0.421,31.75784,-1.28748,,
15703443,XRPUSDT,0.4209,2,300,0.4281,0.421,2.16,-0.03,,
15703444,XRPUSDT,0.4205,1,68.5,0.4281,0.421,-0.03425,0.5206,,
15703445,XRPUSDT,0.4205,2,200,0.4281,0.421,1.52,-0.1,,
15703446,XRPUSDT,0.4206,1,84.1,0.4281,0.421,-0.03364,0.63075,,
15703447,XRPUSDT,0.4206,1,84.1,0.4281,0.421,-0.03364,0.63075,,
15703448,XRPUSDT,0.4206,2,325.4,0.4281,0.421,2.4405,-0.13016,,
15703453,BTCUSDT,27406.39,2,0.0012,27658.19,27275.17,0.30216,0.157464,,
15703456,XRPUSDT,0.4209,2,1155.3,0.4281,0.421,8.31816,-0.11553,,
15703458,XRPUSDT,0.4207,1,234.4,0.4281,0.421,-0.07032,1.73456,,
15703459,BTCUSDT,27399.74,2,0.0007,27658.19,27275.17,0.180915,0.087199,,
15703462,XRPUSDT,0.4214,2,67,0.4281,0.421,0.4489,0.0268,,
15703463,XRPUSDT,0.4214,2,67,0.4281,0.421,0.4489,0.0268,,
15703464,ETHUSDT,1742.72,1,0.009,1762.43,1741.77,0.00855,0.17739,,
15703466,XRPUSDT,0.4215,2,1011,0.4281,0.421,6.6726,0.5055,,
15703474,XRPUSDT,0.4218,1,70,0.4281,0.421,0.056,0.441,,
15703475,XRPUSDT,0.4217,2,109,0.4281,0.421,0.6976,0.0763,,
15703476,XRPUSDT,0.4216,2,4750,0.4281,0.421,30.875,2.85,,
15703477,XRPUSDT,0.4216,1,27.3,0.4281,0.421,0.01638,0.17745,,
15703478,XRPUSDT,0.4215,1,70,0.4281,0.421,0.035,0.462,,
15703481,XRPUSDT,0.4211,1,4286.7,0.4281,0.421,0.42867,30.0069,,
15703482,XRPUSDT,0.4207,1,2557.3,0.4281,0.421,-0.76719,18.92402,,
15703483,XRPUSDT,0.42,1,1107.8,0.4281,0.421,-1.1078,8.97318,,
15703484,XRPUSDT,0.42,1,1010.6,0.4281,0.421,-1.0106,8.18586,,
15703485,XRPUSDT,0.4198,1,70.2,0.4281,0.421,-0.08424,0.58266,,
15703490,XRPUSDT,0.4196,1,46.9,0.4281,0.421,-0.06566,0.39865,,
15703492,XRPUSDT,0.4195,1,33.6,0.4281,0.421,-0.0504,0.28896,,
15703494,BTCUSDT,27123,1,0.0003,27658.19,27275.17,-0.045651,0.160557,,
15703495,XRPUSDT,0.4187,1,115,0.4281,0.421,-0.2645,1.081,,
15703496,XRPUSDT,0.4187,2,1329.4,0.4281,0.421,12.49636,-3.05762,,
15703498,BTCUSDT,27179.9,2,0.0481,27658.19,27275.17,23.005749,-4.582487,,
15703499,BTCUSDT,27179.95,1,0.0009,27658.19,27275.17,-0.085698,0.430416,,
15703500,BTCUSDT,27197.76,2,0.002,27658.19,27275.17,0.92086,-0.15482,,
15703501,XRPUSDT,0.419,2,238.6,0.4281,0.421,2.17126,-0.4772,,
15703502,XRPUSDT,0.4191,1,14362.4,0.4281,0.421,-27.28856,129.2616,,
15703509,XRPUSDT,0.4191,1,90,0.4281,0.421,-0.171,0.81,,
15703511,XRPUSDT,0.4191,1,136.1,0.4281,0.421,-0.25859,1.2249,,
15703512,XRPUSDT,0.4191,1,125.5,0.4281,0.421,-0.23845,1.1295,,
15703513,XRPUSDT,0.4191,1,125.5,0.4281,0.421,-0.23845,1.1295,,
15703515,XRPUSDT,0.4189,1,189.9,0.4281,0.421,-0.39879,1.74708,,
15703520,XRPUSDT,0.4185,1,167,0.4281,0.421,-0.4175,1.6032,,
15703521,XRPUSDT,0.4185,1,167,0.4281,0.421,-0.4175,1.6032,,
15703522,XRPUSDT,0.4184,2,188.8,0.4281,0.421,1.83136,-0.49088,,
15703526,XRPUSDT,0.418,1,1996.5,0.4281,0.421,-5.9895,20.16465,,
15703528,XRPUSDT,0.4173,1,146.1,0.4281,0.421,-0.54057,1.57788,,
15703530,XRPUSDT,0.4174,2,500,0.4281,0.421,5.35,-1.8,,
15703533,XRPUSDT,0.4177,1,217.6,0.4281,0.421,-0.71808,2.26304,,
15703535,ETHUSDT,1733.58,1,1.703,1762.43,1741.77,-13.94757,49.13155,,
15703536,XRPUSDT,0.4185,2,741.4,0.4281,0.421,7.11744,-1.8535,,
15703542,BTCUSDT,27191.95,2,0.0588,27658.19,27275.17,27.414912,-4.893336,,
15703544,XRPUSDT,0.419,1,27558.3,0.4281,0.421,-55.1166,250.78053,,
15703545,XRPUSDT,0.419,1,1275,0.4281,0.421,-2.55,11.6025,,
15703549,XRPUSDT,0.418,1,30.2,0.4281,0.421,-0.0906,0.30502,,
15703550,BTCUSDT,27126.28,1,0.0026,27658.19,27275.17,-0.387114,1.382966,,
15703551,ETHUSDT,1730.26,1,0.841,1762.43,1741.77,-9.67991,27.05497,,
15703554,BTCUSDT,27123.36,2,0.0778,27658.19,27275.17,41.609774,-11.810818,,
15703555,XRPUSDT,0.418,1,2545.2,0.4281,0.421,-7.6356,25.70652,,
15703558,ETHUSDT,1732.58,1,0.008,1762.43,1741.77,-0.07352,0.2388,,
15703562,XRPUSDT,0.4181,1,5032.2,0.4281,0.421,-14.59338,50.322,,
15703566,XRPUSDT,0.4183,2,167.3,0.4281,0.421,1.63954,-0.45171,,
15703568,XRPUSDT,0.4183,2,167.3,0.4281,0.421,1.63954,-0.45171,,
15703570,BTCUSDT,27172.41,2,0.0034,27658.19,27275.17,1.651652,-0.349384,,
15703573,BTCUSDT,27123.23,1,0.0003,27658.19,27275.17,-0.045582,0.160488,,
15703577,ETHUSDT,1732.74,2,0.028,1762.43,1741.77,0.83132,-0.25284,,
15703578,ETHUSDT,1732.73,2,0.702,1762.43,1741.77,20.8494,-6.34608,,
15703579,ETHUSDT,1731.54,2,0.008,1762.43,1741.77,0.24712,-0.08184,,
15703580,XRPUSDT,0.4186,2,172.1,0.4281,0.421,1.63495,-0.41304,,
15703581,XRPUSDT,0.4186,1,50,0.4281,0.421,-0.12,0.475,,
15703588,XRPUSDT,0.4176,2,1555.8,0.4281,0.421,16.3359,-5.28972,,
15703591,ETHUSDT,1732.4,1,0.005,1762.43,1741.77,-0.04685,0.15015,,
15703592,BTCUSDT,27062.42,1,0.022,27658.19,27275.17,-4.6805,13.10694,,
15703593,BTCUSDT,27062.71,1,0.0058,27658.19,27275.17,-1.232268,3.453784,,
15703594,BTCUSDT,27002,1,0.0066,27658.19,27275.17,-1.802922,4.330854,,
15703595,BTCUSDT,27019.96,2,0.0018,27658.19,27275.17,1.148814,-0.459378,,
15703597,XRPUSDT,0.4172,2,3265.4,0.4281,0.421,35.59286,-12.40852,,
15703598,XRPUSDT,0.4172,2,49.7,0.4281,0.421,0.54173,-0.18886,,
15703599,XRPUSDT,0.4172,2,49.7,0.4281,0.421,0.54173,-0.18886,,
15703601,BTCUSDT,27108.36,1,0.0017,27658.19,27275.17,-0.283577,0.934711,,
15703602,XRPUSDT,0.4173,1,14796.7,0.4281,0.421,-54.74779,159.80436,,
15703603,XRPUSDT,0.4174,1,132.7,0.4281,0.421,-0.47772,1.41989,,
15703604,XRPUSDT,0.4173,1,175.7,0.4281,0.421,-0.65009,1.89756,,
15703610,XRPUSDT,0.4182,1,4990.2,0.4281,0.421,-13.97256,49.40298,,
15703611,BTCUSDT,27108.66,1,0.2307,27658.19,27275.17,-38.413857,126.776571,,
15703612,XRPUSDT,0.4182,2,25.1,0.4281,0.421,0.24849,-0.07028,,
15703613,XRPUSDT,0.4183,1,9253.2,0.4281,0.421,-24.98364,90.68136,,
15703614,XRPUSDT,0.4184,1,3800.8,0.4281,0.421,-9.88208,36.86776,,
15703615,XRPUSDT,0.4189,1,2061.2,0.4281,0.421,-4.32852,18.96304,,
15703617,XRPUSDT,0.4188,1,171.3,0.4281,0.421,-0.37686,1.59309,,
15703619,ETHUSDT,1736.79,2,0.014,1762.43,1741.77,0.35896,-0.06972,,
15703620,XRPUSDT,0.4193,1,623.7,0.4281,0.421,-1.06029,5.48856,,
15703621,XRPUSDT,0.4193,1,38.1,0.4281,0.421,-0.06477,0.33528,,
15703622,XRPUSDT,0.4193,1,2612.7,0.4281,0.421,-4.44159,22.99176,,
15703623,XRPUSDT,0.4193,1,30146,0.4281,0.421,-51.2482,265.2848,,
15703624,XRPUSDT,0.4197,1,33.5,0.4281,0.421,-0.04355,0.2814,,
15703625,XRPUSDT,0.4201,1,68.9,0.4281,0.421,-0.06201,0.5512,,
15703626,XRPUSDT,0.42,2,244.1,0.4281,0.421,1.97721,-0.2441,,
15703629,XRPUSDT,0.4212,2,250,0.4281,0.421,1.725,0.05,,
15703632,BTCUSDT,27253.33,2,0.0066,27658.19,27275.17,2.672076,-0.144144,,
15703636,BTCUSDT,27282.07,2,0.0167,27658.19,27275.17,6.281204,0.11523,,
15703640,BTCUSDT,27288.39,2,0.0038,27658.19,27275.17,1.40524,0.050236,,
15703643,XRPUSDT,0.4212,1,82.6,0.4281,0.421,0.01652,0.56994,,
15703647,XRPUSDT,0.4215,1,35.8,0.4281,0.421,0.0179,0.23628,,
15703650,XRPUSDT,0.4215,1,711.4,0.4281,0.421,0.3557,4.69524,,
15703652,XRPUSDT,0.4212,2,51.6,0.4281,0.421,0.35604,0.01032,,
15703653,XRPUSDT,0.4212,2,166.1,0.4281,0.421,1.14609,0.03322,,
15703654,XRPUSDT,0.4212,2,166.1,0.4281,0.421,1.14609,0.03322,,
15703655,XRPUSDT,0.4212,2,166.1,0.4281,0.421,1.14609,0.03322,,
15703658,BTCUSDT,27338.28,1,0.0225,27658.19,27275.17,1.419975,7.197975,,
15703659,XRPUSDT,0.4213,2,166.1,0.4281,0.421,1.12948,0.04983,,
15703660,XRPUSDT,0.4213,2,166.1,0.4281,0.421,1.12948,0.04983,,
15703662,XRPUSDT,0.4213,2,166.1,0.4281,0.421,1.12948,0.04983,,
15703663,XRPUSDT,0.4214,2,166.1,0.4281,0.421,1.11287,0.06644,,
15703664,XRPUSDT,0.4214,2,166.1,0.4281,0.421,1.11287,0.06644,,
15703665,XRPUSDT,0.4214,2,166.1,0.4281,0.421,1.11287,0.06644,,
15703666,XRPUSDT,0.4214,2,166.1,0.4281,0.421,1.11287,0.06644,,
15703667,XRPUSDT,0.4216,2,89.1,0.4281,0.421,0.57915,0.05346,,
15703668,XRPUSDT,0.4216,2,89.1,0.4281,0.421,0.57915,0.05346,,
15703669,XRPUSDT,0.4222,2,149.8,0.4281,0.421,0.88382,0.17976,,
15703670,XRPUSDT,0.4222,2,149.8,0.4281,0.421,0.88382,0.17976,,
15703673,XRPUSDT,0.4224,1,465,0.4281,0.421,0.651,2.6505,,
15703674,XRPUSDT,0.4224,1,29,0.4281,0.421,0.0406,0.1653,,
15703675,XRPUSDT,0.4223,2,22997.8,0.4281,0.421,133.38724,29.89714,,
15703677,XRPUSDT,0.4223,2,71.4,0.4281,0.421,0.41412,0.09282,,
15703678,XRPUSDT,0.4222,1,470.6,0.4281,0.421,0.56472,2.77654,,
15703679,XRPUSDT,0.4222,1,42,0.4281,0.421,0.0504,0.2478,,
15703681,BTCUSDT,27350.15,2,0.0012,27658.19,27275.17,0.369648,0.089976,,
15703682,XRPUSDT,0.422,1,24.7,0.4315,0.4223,-0.00741,0.23465,,
15703684,XRPUSDT,0.4215,1,2367.7,0.4315,0.4223,-1.89416,23.677,,
15703686,XRPUSDT,0.4212,1,218.5,0.4315,0.4223,-0.24035,2.25055,,
15703687,XRPUSDT,0.421,2,9500,0.4315,0.4223,99.75,-12.35,,
15703688,XRPUSDT,0.4218,2,237.1,0.4315,0.4223,2.29987,-0.11855,,
15703689,XRPUSDT,0.4219,2,237.1,0.4315,0.4223,2.27616,-0.09484,,
15703691,XRPUSDT,0.4219,2,237,0.4315,0.4223,2.2752,-0.0948,,
15703692,XRPUSDT,0.4221,2,236.9,0.4315,0.4223,2.22686,-0.04738,,
15703693,XRPUSDT,0.4223,2,236.9,0.4315,0.4223,2.17948,0,,
15703694,XRPUSDT,0.4221,2,236.7,0.4315,0.4223,2.22498,-0.04734,,
15703695,XRPUSDT,0.4225,1,1174.9,0.4315,0.4223,0.23498,10.5741,,
15703700,XRPUSDT,0.4221,2,292,0.4315,0.4223,2.7448,-0.0584,,
15703701,XRPUSDT,0.422,2,1120,0.4315,0.4223,10.64,-0.336,,
15703702,BTCUSDT,27379.95,2,0.0067,27658.19,27280.9,1.864208,0.663635,,
15703710,XRPUSDT,0.422,2,237,0.4315,0.4223,2.2515,-0.0711,,
15703711,XRPUSDT,0.4217,2,237.1,0.4315,0.4223,2.32358,-0.14226,,
15703713,XRPUSDT,0.4221,2,236.9,0.4315,0.4223,2.22686,-0.04738,,
15703714,XRPUSDT,0.4223,2,236.8,0.4315,0.4223,2.17856,0,,
15703715,XRPUSDT,0.4216,2,237.2,0.4315,0.4223,2.34828,-0.16604,,
15703716,XRPUSDT,0.4212,2,237.4,0.4315,0.4223,2.44522,-0.26114,,
15703717,XRPUSDT,0.4216,2,237.2,0.4315,0.4223,2.34828,-0.16604,,
15703719,XRPUSDT,0.4216,2,237.2,0.4315,0.4223,2.34828,-0.16604,,
15703721,XRPUSDT,0.4216,2,237.1,0.4315,0.4223,2.34729,-0.16597,,
15703722,XRPUSDT,0.4216,2,237.2,0.4315,0.4223,2.34828,-0.16604,,
15703723,XRPUSDT,0.4219,2,100,0.4315,0.4223,0.96,-0.04,,
15703726,ETHUSDT,1743.69,2,0.076,1762.43,1742.22,1.42424,0.11172,,
15703727,XRPUSDT,0.422,1,313.9,0.4315,0.4223,-0.09417,2.98205,,
15703729,ETHUSDT,1743.42,2,0.169,1762.43,1742.22,3.21269,0.2028,,
15703730,XRPUSDT,0.4217,2,1166,0.4315,0.4223,11.4268,-0.6996,,
15703734,XRPUSDT,0.4215,2,480.3,0.4315,0.4223,4.803,-0.38424,,
15703735,XRPUSDT,0.4216,1,634.8,0.4315,0.4223,-0.44436,6.28452,,
15703737,XRPUSDT,0.4216,2,465,0.4315,0.4223,4.6035,-0.3255,,
15703740,XRPUSDT,0.4217,1,56.3,0.4315,0.4223,-0.03378,0.55174,,
15703745,XRPUSDT,0.4217,2,237.1,0.4315,0.4223,2.32358,-0.14226,,
15703748,XRPUSDT,0.422,2,101.5,0.4315,0.4223,0.96425,-0.03045,,
15703749,XRPUSDT,0.4224,1,946.9,0.4315,0.4223,0.09469,8.61679,,
15703750,XRPUSDT,0.4222,2,473.7,0.4315,0.4223,4.40541,-0.04737,,
15703752,XRPUSDT,0.4223,1,313.8,0.4315,0.4223,0,2.88696,,
15703753,XRPUSDT,0.4221,1,998,0.4315,0.4223,-0.1996,9.3812,,
15703754,XRPUSDT,0.422,2,318.8,0.4315,0.4223,3.0286,-0.09564,,
15703757,XRPUSDT,0.4221,1,451.1,0.4315,0.4223,-0.09022,4.24034,,
15703765,XRPUSDT,0.4224,2,824.8,0.4315,0.4223,7.50568,0.08248,,
15703767,BTCUSDT,27403.41,2,0.0627,27658.19,27280.9,15.974706,7.681377,,
15703768,XRPUSDT,0.4225,2,228.9,0.4315,0.4223,2.0601,0.04578,,
15703769,XRPUSDT,0.4227,2,130.3,0.4315,0.4223,1.14664,0.05212,,
15703770,XRPUSDT,0.423,2,3652.6,0.4315,0.4223,31.0471,2.55682,,
15703778,XRPUSDT,0.4218,1,433.5,0.4315,0.4223,-0.21675,4.20495,,
15703779,XRPUSDT,0.4217,2,237.1,0.4315,0.4223,2.32358,-0.14226,,
15703785,XRPUSDT,0.4217,2,237.1,0.4315,0.4223,2.32358,-0.14226,,
15703787,XRPUSDT,0.4217,2,237.1,0.4315,0.4223,2.32358,-0.14226,,
15703790,XRPUSDT,0.4218,2,5316.1,0.4315,0.4223,51.56617,-2.65805,,
15703794,XRPUSDT,0.4217,2,237.1,0.4315,0.4223,2.32358,-0.14226,,
15703795,XRPUSDT,0.4218,2,237.1,0.4315,0.4223,2.29987,-0.11855,,
15703796,XRPUSDT,0.4218,2,237.1,0.4315,0.4223,2.29987,-0.11855,,
15703797,XRPUSDT,0.422,2,237,0.4315,0.4223,2.2515,-0.0711,,
15703798,XRPUSDT,0.4221,2,236.9,0.4315,0.4223,2.22686,-0.04738,,
15703800,XRPUSDT,0.4222,2,236.9,0.4315,0.4223,2.20317,-0.02369,,
15703802,XRPUSDT,0.422,2,237,0.4315,0.4223,2.2515,-0.0711,,
15703803,XRPUSDT,0.422,2,237,0.4315,0.4223,2.2515,-0.0711,,
15703804,XRPUSDT,0.422,2,248.9,0.4315,0.4223,2.36455,-0.07467,,
15703808,XRPUSDT,0.4221,2,240.7,0.4315,0.4223,2.26258,-0.04814,,
15703810,XRPUSDT,0.4223,1,50.3,0.4315,0.4223,0,0.46276,,
15703811,XRPUSDT,0.4223,1,52.1,0.4315,0.4223,0,0.47932,,
15703812,XRPUSDT,0.4223,1,52.1,0.4315,0.4223,0,0.47932,,
15703813,XRPUSDT,0.4222,2,2510.3,0.4315,0.4223,23.34579,-0.25103,,
15703815,XRPUSDT,0.4224,2,950,0.4315,0.4223,8.645,0.095,,
15703818,XRPUSDT,0.4221,2,11100,0.4315,0.4223,104.34,-2.22,,
15703820,XRPUSDT,0.4221,2,2999.3,0.4315,0.4223,28.19342,-0.59986,,
15703821,XRPUSDT,0.4219,1,295.8,0.4315,0.4223,-0.11832,2.83968,,
15703822,XRPUSDT,0.4219,2,237,0.4315,0.4223,2.2752,-0.0948,,
15703824,XRPUSDT,0.4223,2,237.1,0.4315,0.4223,2.18132,0,,
15703825,XRPUSDT,0.4224,2,236.7,0.4315,0.4223,2.15397,0.02367,,
15703826,XRPUSDT,0.4222,2,236.9,0.4315,0.4223,2.20317,-0.02369,,
15703827,XRPUSDT,0.4221,2,236.9,0.4315,0.4223,2.22686,-0.04738,,
15703828,XRPUSDT,0.4221,2,236.9,0.4315,0.4223,2.22686,-0.04738,,
15703829,XRPUSDT,0.4221,2,236.9,0.4315,0.4223,2.22686,-0.04738,,
15703830,XRPUSDT,0.422,2,237,0.4315,0.4223,2.2515,-0.0711,,
15703831,XRPUSDT,0.422,2,237,0.4315,0.4223,2.2515,-0.0711,,
15703832,XRPUSDT,0.4219,2,1607.3,0.4315,0.4223,15.43008,-0.64292,,
15703834,XRPUSDT,0.422,1,1186.7,0.4315,0.4223,-0.35601,11.27365,,
15703836,XRPUSDT,0.422,2,165.8,0.4315,0.4223,1.5751,-0.04974,,
15703837,XRPUSDT,0.422,2,165.8,0.4315,0.4223,1.5751,-0.04974,,
15703838,XRPUSDT,0.422,2,950,0.4315,0.4223,9.025,-0.285,,
15703840,XRPUSDT,0.4219,1,1398.7,0.4315,0.4223,-0.55948,13.42752,,
15703841,XRPUSDT,0.4219,1,151.1,0.4315,0.4223,-0.06044,1.45056,,
15703844,BTCUSDT,27380.97,2,0.0035,27658.19,27280.9,0.97027,0.350245,,
15703845,XRPUSDT,0.4222,1,79.7,0.4315,0.4223,-0.00797,0.74121,,
15703846,XRPUSDT,0.4221,2,165.8,0.4315,0.4223,1.55852,-0.03316,,
15703847,XRPUSDT,0.4221,2,165.8,0.4315,0.4223,1.55852,-0.03316,,
